Category,Film Title,Speech,Winner,Year
 Foreign Language Film, Black and White in Color,"I feel a little bit like Harry Truman when he was holding up the newspaper saying that Dewey had won the election.  Ladies and gentlemen, dear friends, I was privileged twice before to receive this award for ""The Garden of the Finzi-Continis"" and for ""Sky Above, Mud Below.""  Ironically, all three films have in common that they were made against well-meant advice and that they were made without any commercial concessions or considerations whatsoever.  I believe it is a tribute to the Academy that it has chosen ""Black and White in Color,"" a film entirely made in remote West Africa, directed by Jean-Jacques Annaud, a man who had never directed a feature film before, and played by a cast of excellent actors, albeit unknown.  I would like to say that it is this kind of recognition and of encouragement which keeps our industry fresh and alive and ever creative.  Thank you.  Thank you.  Thank you.", Ivory Coast, 1976 (49th) Academy Awards
 Foreign Language Film, Madame Rosa,"I want to thank you all for this.  I want to thank all the people who worked on the film.  And above all, I want to thank ""Madame Rosa"" herself, Simone Signoret.RAYMOND DANON:I thank everybody, and especially the director, Moshé Mizrahi, who did a really good job.", France, 1977 (50th) Academy Awards
 Foreign Language Film, Get Out Your Handkerchiefs,"Oh, excuse me, I am without voice.  I am just able, I am only able to say one thing, is thank you.  Thank you for the Academy and thank you for all the American friends of our film, our picture, excuse me.  Thank you very much.GEORGES DANCIGERS:Thank you for the honor.  We are very deeply touched.  And of course there is nothing to cry, but let me get out my handkerchief.PAUL CLAUDON:I must say we came here to win.  We expected, more or less, [unintelligible] could lose.  And we won thanks to you, to your kindness and to your taste, too.  Thank you.  Merci.  Merci beaucoup.", France, 1978 (51st) Academy Awards
 Foreign Language Film, The Tin Drum,"The hero of ""The Tin Drum,"" you know, is named ""Oskar,"" and for all the time we were making the film we wondered what kind an omen this could be.  So, this what it's meant.  It's a little boy actor, he has in common with this one [referring to the statuette] of being small but only in size.You know, it's the first award ever given to a film of my country.  There's been lots of reasons for that we know, but I take it as a tribute also for my fellow directors over there and for all those whose tradition we want to pick up and follow and who worked and lived here.  I mean Fritz Lang, Billy Wilder, Lubitsch, Murnau, Pabst.  You know them all; you welcomed them.  Thank you.", Federal Republic of Germany, 1979 (52nd) Academy Awards
 Foreign Language Film, Moscow Does Not Believe in Tears,"Ladies and gentlemen, it's my great honor to receive so important award.  On behalf of our film director Vladimir Menshov, actress Vera Alentova, and actor Alexei Batalov, ""Gosha,"" I would like to express many thanks to Academy Motion Pictures Arts and Science.  Thank you very much.", Union of Soviet Socialist Republics, 1980 (53rd) Academy Awards
 Foreign Language Film, Mephisto,"Ladies and gentlemen, thank you very much for this marvelous things.  And thank for Mr. Klaus Maria Brandauer, Austrian actor.  Klaus, come with me I am so alone here.  [Klaus Maria Brandauer joins him on stage.]  And many thanks to the marvelous cinematographer, Hungarian cinematographer, Mr. Koltai.  And for the screenplay, Mr. Dobai.  And Miss Csákány, cutter editor.  And Mr. Marx, producer, and Mr. Manfred Durniok, producer, and Mr. Óvári.  And my family.  And Miss Karin Brandauer and Miss Vera Gyurey Szabó.  Thank you very much.", Hungary, 1981 (54th) Academy Awards
 Foreign Language Film," Volver a Empezar (""To Begin Again"")","All my life, since I was a kid, I have dreamed of this moment.  Well, the dreams come true sometimes, and that's the thing.  I want to express my congratulations and my gratitude to my partner and my friend José Esteban Alenda, and my friends Enrique Herreros and Milton Goldstein, and my late friend Alfonso Sánchez, and also 20th Century Fox, and the Academy.  And now allow me to say in my own language: Estamos todos los que hemos hecho esta película muy contentos, muy agradecidos a ustedes y tambien todos los que hacemos cine en mi país, en España.  Thank you very, very much, all of you.", Spain, 1982 (55th) Academy Awards
 Foreign Language Film, Fanny &amp; Alexander,"Ladies and gentlemen.  Thanks, the members of the Academy, for having very good taste.  I think so.  Secondly, I have in my pocket a book with 265 names which I am going to read to you, all the people I want to thank.  But I will spare you that.  Tonight, as says Sven Nykvist, my thoughts go to Ingmar in Munich but also really to the 250 or 500 people who have contributed to the success, the effort, by making ""Fanny &amp; Alexander"" work as the crowning achievement of Ingmar Bergman's career.  Thank you.  Mrs. Bergman...MRS. INGMAR BERGMAN:I just am going to hurry to Ingmar and tell him about the warm and wonderful reception you have given his film.  Thank you very much.", Sweden, 1983 (56th) Academy Awards
 Foreign Language Film, Dangerous Moves,"The members of the Academy, eight years ago you have honored me with my third Oscar.  Tonight you are honoring me with my fourth.  However, it is not I whom you're honoring.  It is you, distinguished members of the Academy, who with this Oscar have again encouraged independent producers everywhere to do the kind of films they believe in, knowing that far away in Hollywood there is an Academy whose only criteria is a good and meaningful film which may be remembered for a long time.  Thank you so very much for your support, for your recognition, and above all for your continuous encouragement.", Switzerland, 1984 (57th) Academy Awards
 Foreign Language Film, The Official Story,"As I stand here accepting this honor I cannot forget that on another March 24th ten years ago, like this day, we suffer[ed] the last military coup in my country.  We will never forget this nightmare but we are starting now to begin with our new dreams.  Thank you.", Argentina, 1985 (58th) Academy Awards
 Foreign Language Film, The Assault,"It's a great honor to be standing here and a great pleasure as well.  I thank the members of the Academy for bestowing this on the picture ""The Assault.""  I thank all my friends who worked with me on both sides of the camera, because without their help and their talent I wouldn't be standing here.  And I thank my friends Menahem Golan and Yoram Globus from Cannon who made this all possible and gave me all freedom.  And I thank my friend Luit Latzig* as well.And this Oscar, this Foreign Language Oscar, has a request.  Imagine that foreign language pictures in this country are screened with subtitles, and Oscar's request is: Please, don't let subtitles scare you off as much as they seem to do from time to time.  Because Oscar thinks that it is worthwhile and interesting to see also from time to time what people think and how people act in foreign languages.  I thank you very, very much.  [To the Oscar:] Did I translate it right?", The Netherlands, 1986 (59th) Academy Awards
 Foreign Language Film, Babette's Feast,"[Laughs] It's too much, yes.  Quickly, short and in English, okay.  Yes, I want to say thank you to my producer Just Betzer and Claes Kastholm Hansen from The Danish Film Institute who give me the opportunity to make ""Babette's Feast.""  And of course all the nice people in Denmark to help make the film with me.  I think it was very difficult to choose the film, this film, because all the film is so different.  But okay, today is my chance.  It's the first time a Danish movie can take an Oscar home.  Yes, the first time.  And therefore I say with Isak Dinesen, alias Karen Blixen, like her ""General Loewenhielm"":  In this evening I have learned that in the beautiful world of our[s], everything are possible.  We shall only await it with confidence and receive it in gratitude.I am very grateful for this honor.  And I want to thank you, the Academy members, from the bottom of my heart.  Thank you.", Denmark, 1987 (60th) Academy Awards
 Foreign Language Film, Pelle the Conqueror,"Oh, it's so, so exciting, so—I'm very nervous.   I made a film about very poor immigrants coming to Denmark and here I'm standing in my tuxedo and this shiny thing [lifting the Oscar].  Thank you very much.  And thank you to everybody who has been involved in this picture.  Thank you.", Denmark, 1988 (61st) Academy Awards
 Foreign Language Film, Cinema Paradiso,"Where to?  But we will be very, very fast.  Evidently March 26 is my lucky days.  Fifteen years ago I was here to receive an Oscar for Fellini's ""Amarcord.""  And I came in this hall with a beautiful young lady, Zeudi, who I married later and exactly March 26th.  So today I'm doubly happy because of the Oscar and because tonight on the anniversary date, my wife is here in the auditorium.  Thank you.  Thanks.  Thanks a lot of you.  Thanks to Mr. Tornatore.  And, excuse me, thanks to myself who produced the picture.", Italy, 1989 (62nd) Academy Awards
 Foreign Language Film, Journey of Hope,"Oh, I really, I can't believe it myself.  I would like to express my deep thanks to all the members of the Academy.  And my special thanks go, first of all, to the family down in Turkey, Anatolia, who lost their son in October '88 crossing the mountains into Switzerland.  Then I would like to thank all the Turkish crew and actors Emin Sivas, Nur Sürer, Necmettin Çobanoglu, who did a great job on this film.  And also the Italian crew members and the Swiss crew and actors.  And my producers Alfi Sinniger and Peter Fueter from Condor and Catpics.  Thanks a lot.", Switzerland, 1990 (63rd) Academy Awards
 Foreign Language Film, Mediterraneo,"So, I'm sorry I don't speak English.  Thank you for this great honor.  Thank you for my producer Gianni Minervini, and Penta, Vittorio Cecchi Gori.  Thanks for all the people who make the movie.  And an invitation:  Please make—no. Do as like the soldier of  ""Mediterraneo,"" please stop the wars.  Life is better. Thank you.  Thank you very much.", Italy, 1991 (64th) Academy Awards
 Foreign Language Film, Indochine,"Well, you made my day.  This is something.  This is Hollywood.  Eric produced ""Indochine"" and I directed it.  I've been a moviegoer since the age of ten, so tonight I want to thank first my friends of Sony Classics -- Marcie, Tom and Michael -- and especially the heroes of my youth, I mean Richard Widmark, Gregory Peck, Dorothy Malone, Linda Darnell, Stewart Granger, and so many, because they made me dream that maybe someday I would be a moviemaker.", France, 1992 (65th) Academy Awards
 Foreign Language Film, Belle Epoque,"Andrés Gómez, my friend and my producer.  I want to thank you all in the name of all the friends who made ""Belle Epoque.""  Some of them are here, some in Spain, some in France, and some in Portugal.  I want also to thank the family of Sony Pictures Classics.  And I would like to believe in God in order to thank Him, but I just believe in Billy Wilder, so... thank you, Mr. Wilder.", Spain, 1993 (66th) Academy Awards
 Foreign Language Film, Burnt by the Sun,"I'm sorry I didn't speak English.  Never speak English on the stage.  I want to thank all my friends who work with me:  my script writer Roustam Ibraguimbekov, great composer Edouard Artemiev, my co-producer Vladimir Sedov, Nicole Cann, and all my friends who worked with me.  And you know, Marcello Mastroianni said in Fellini's film, great film, ""8 ½:""  ""I want to say the truth which I don't know, but which I try to find.""  Me too.  I want to try, I want to say the truth which I don't know.  And maybe I want to say the truth, cruel truth.  But I'm absolutely sure that the cruel truth without love is a lie.  And my daughter, she's my actress.  And the first time in my life I didn't have problem with actress.  Thank you.", Russia, 1994 (67th) Academy Awards
 Foreign Language Film, Antonia's Line,"Some people have called ""Antonia's Line"" a fairy tale.  Perhaps it is, and that it should win an Oscar is a fairy tale come true for all of us involved in its making.  I should like to thank the members of the Academy for this tremendous honor.  I'd also like to thank my producer Hans de Weers for his patience and perseverance.  My script editor and translator, Anthony Davis, for his lifelong friendship.  My first assistant and friend, Maria Uitdehaag, for her invaluable help and support.  And of course my mother, without whom I wouldn't have all this fun.My thanks also to my Belgian and English co-producers, Nino Lombardo and Judy Counihan.  And I can't begin to express my gratitude to the marvelous cast of ""Antonia's Line,"" in particular Willeke van Ammelrooy for her fine ""Antonia."" And of course many, many, many thanks to the Dutch, Belgian and English crew members, and specifically the director of photography Willy Stassen.  Lastly, I want to express my thanks to the American distributor of ""Antonia's Line,"" First Look Pictures.  Ellen Little decided last year at Cannes that this obscure Dutch film was a film that people in the States really should see. And here it is.  Thank you all very much.", The Netherlands, 1995 (68th) Academy Awards
 Foreign Language Film, Kolya,"Dear Oscar, I was not able to sleep because of you last night and I was all night long, I was wondering where you are going to end up tonight.  And you are going to Prague.  You don't know where it is; it's in Europe.  And this is your new family.  This is my papa, who wrote the script.  This is producer Eric Abraham, and this is ""Kolya.""  And we promise you that our next films will not make ashamed you, and maybe one day we will make a brother for you. Thanks to everyone at home and here.  Thank you.", Czech Republic, 1996 (69th) Academy Awards
 Foreign Language Film, Character,"[Gives presenter Sharon Stone a hug.]  Okay, Sharon, it's just, you know, another crazy Dutch director, you know.  The film is ""Character.""  It opens next Friday.  I'm not going to advertise it.  This ought to tell you that it probably has, you know, like damn stunning subtitles.  Three guys who over a period of the last two years really build my ""Character"" -- yes, you are signaling to me to be fast, I'll be fast -- build my ""Character"" were my great and wonderful, handsome producer Laurens Geels, my young, talented actor Fedja van Huêt, and the legendary Jan Decleir -- he's really Belgium's ""Titanic.""  I will salute everybody.  My crew and my cast, who is watching this at home. [Unintelligible], Sony Pictures Classics, the Academy.  And as a personal note, my dear friend Coen van Vrijberghe de Coningh, I just know you are smiling down on me now, man.  Look what I got!  Yes!", The Netherlands, 1997 (70th) Academy Awards
 Actress, Gone with the Wind,"Ladies and gentlemen, please forgive me if my words are inadequate in thanking you for your very great kindness.  If I were to mention all those who have shown me such wonderful generosity through ""Gone with the  Wind"" I should have to entertain you with an oration as long as ""Gone with the  Wind"" itself. So if I may, I should like to devote my thanks on this occasion to that composite figure of energy, courage, and very great kindness, in whom all points of ""Gone with the  Wind"" meet -- Mr. David Selznick.", Vivien Leigh, 1939 (12th) Academy Awards
 Actress, Suspicion,"I want to thank the ladies and gentlemen that voted me this award. And I want to say thank you, David Selznick. And if Alfred Hitchcock were here tonight I'd like to say to him, thank you, Hitch, with all my heart.", Joan Fontaine, 1941 (14th) Academy Awards
 Actress, Mrs. Miniver,"Ladies and gentlemen, distinguished visitors from the armed forces, Governor Warren, honored guests, Mr. Chairman – Mr. President Chairman:  Thank you. That is really all there is to say; but, as this is after all the opportunity of a lifetime, I hope you won't mind if I try to expand that word just, just a little.  This is, this is going to be a great evening to remember. We've had some very exciting messages and some very exciting speeches. It should make us all very proud to belong to this great and fascinating industry. Praise from our government and our armed forces and from abroad from our allies for work we have done should make us determined to carry on. We have somehow brought very wide horizons into this room tonight. Anything that I have to say now, which is practically unprepared... [camera cuts]As for the nominations, I've always felt that to be nominated simply means that you've had the great good luck to be entrusted with one of the best assignments of the current year, and that's a cause for rejoicing in itself. And there isn't a single good craftsman in this industry who if given such an opportunity can't be counted on to measure up to it.  Why do we all long to win the award? It's no question of superiority because we're comparing different excellences and they're varied in their nature and they can't be fairly compared. There's no rivalry in this room tonight. There's no competition.  As the Dodo said to Alice in Wonderland: ""Everybody has won and everybody shall have a prize."" The nominations are really the prizes.  The award...I, I can hardly believe that it's really for me tonight.  It's always seemed to me something very personal, a gesture from the men and women of this industry who choose to show not only recognition of, of work... [camera cuts]Ladies and gentlemen, I came to this country as a stranger five years ago. I've been very happy and very proud to be a member of this community and of this industry all that time. And from everybody I met or worked with truly I have received such ready kindness that for quite a long while I couldn't believe that it was true, but tonight you have made me feel that you have really set the door of your friendship wide open and that welcome is officially on the mat, and that is why I'm so happy.  [camera cuts]...very humbly, very gratefully I say thank you and I step across your threshold. There... [camera cuts]...if I may say so, the girl who's always on the sidelines, my quite specially wonderful little mother. And after her, Sidney Franklin the great, the inimitable Willy Wyler... [camera cuts]", Greer Garson, 1942 (15th) Academy Awards
 Actress, To Each His Own,"Since I value highly the profession which has instructed me, rewarded me, and permitted me my share of the world's work, it will understand and forgive me, I know, for the very great pride I feel in receiving this symbol of its approbation, one of the Awards of Merit, for my part in this past year, what has been done.  But even in this wonderful moment my common sense reminds me quite clearly that most of the work that went into earning this award was not done by Olivia de Havilland at all, but by a big team of other people who, if justice were really to prevail, would be standing up here beside me now.  When I think of the writer who created ""Jody Norris,"" and how much of her sprang from the heart and mind of the director. When I remember the businessmen who found and managed the money which produced her and distributed her.  And how she grew under the talents and skills of the technicians: the cameraman, the makeup man, the hairdresser, the costumer. And then I think how much the musicians did for her. Then I feel humble too, as well as proud, to accept this award which I do in the name of my team as well as my own.  Thank you.", Olivia de Havilland, 1946 (19th) Academy Awards
 Actress, The Farmer's Daughter,"[Taps three times on the microphone.]  That's my heart.  You know, up until now, presentations of the Academy Awards has been a purely spectator sport for me.  However, tonight I, uh, dressed for the stage just in case.But in all honesty, I suppose I couldn't expect to be more elated than I was when I heard I was nominated, because I had seen and I knew the beautiful jobs done by the other four nominees:  Rosalind's vitality and her great technical skill in bringing that classic character to life; Joan's expert craftsmanship in ""Possessed""; and the magic and delicacy that Dorothy McGuire brings to any role, and particularly in this one; and the superb artistry of Susan Hayward who succeeded in turning a very difficult characterization into an authentic character and a personal triumph.  Yes, yes, I think my great thrill was when ""Katie"" was voted into that class.  Course, we all know there wouldn't have been any ""Katie"" if it hadn't have been beautifully written and directed and photographed and... and magnificently produced by Mr. Dore Schary.  For my part, I am thankful to have been in a picture that made so many people think fondly and possessively of their country, and of our industry that can give them those thoughts.And as for you [looking at Oscar], at long last!  Good night and God bless you.", Loretta Young, 1947 (20th) Academy Awards
 Actress, The Heiress,"Your award for ""To Each His Own"" I took as an incentive to venture forward. Thank you for this very generous assurance that I have not entirely failed to do so.", Olivia de Havilland, 1949 (22nd) Academy Awards
 Actress, Born Yesterday,"I'm very honored to be asked to accept this award for Judy Holliday for her radiant performance in ""Born Yesterday.""  I don't know exactly what she wants me to say but I think it's safe to say that she's very happy and very grateful.  Thank you.", Judy Holliday, 1950 (23rd) Academy Awards
 Actress, A Streetcar Named Desire,"It's an honor and a thrill to accept this for you, Vivien.  I hope you're listening in New York.  We're all very excited about it.  God bless you and congratulations.  I know she would want to thank you if she were here herself.", Vivien Leigh, 1951 (24th) Academy Awards
 Actress," Come Back, Little Sheba","Thank you.  Thank you, everybody.  I'm a very happy and a very lucky girl. My luck has many, many names.  I won't attempt to list them all.  All you have to do is look at the screen credits and you'll know what I mean.  I never could have done it alone.  You know I couldn't.  It's been a long, long climb. I guess this is the peak, but the view has been wonderful all along the way. I want to thank my old friends for their faith, my new friends for their hope, and everyone for their charity.  Thank you.", Shirley Booth, 1952 (25th) Academy Awards
 Actress, Roman Holiday,"It's too much.  I want to say thank you to everybody who in these past months and years have helped, guided and given me so much.  I'm truly, truly grateful and terribly happy.", Audrey Hepburn, 1953 (26th) Academy Awards
 Actress, The Country Girl,The thrill of this moment keeps me from saying what I really feel.  I can only say thank you with all my heart to all who made this possible for me. Thank you., Grace Kelly, 1954 (27th) Academy Awards
 Actress, The Rose Tattoo,"This, of course, is Miss Marisa Pavan.  And I know –MARISA PAVAN:I'm so happy.JERRY LEWIS:I know you are.  I know you are.MARISA PAVAN:Oh Anna, I wish you could be here.  She would be so happy, (unintelligible), so moved.  I've prepared a speech – I don't know, I can't remember a word.JERRY LEWIS:Dean had the same trouble.MARISA PAVAN:I just want to thank you all and I want to give you a kiss from Anna.  [She blows a kiss to the audience].", Anna Magnani, 1955 (28th) Academy Awards
 Actress, Anastasia,"Well, it's a privilege to have been asked to be here in case Ingrid won this award, and now that she has, it's a privilege to try to thank her, to thank you for her.  But alas, I have no way of knowing the exact depth and degree of her emotion when she finally hears the news that she's received it.  So, dear Ingrid, if you can hear me now or if you see this televised film, I want you to know that each of the other nominees and all of the people with whom you worked on ""Anastasia,"" and dear Hitch, and Leo McCarey, and every one of us here tonight and in New York send you our congratulations, our love, our admiration, and every affectionate thought.  Thank you for Ingrid.", Ingrid Bergman, 1956 (29th) Academy Awards
 Actress, The Three Faces of Eve,I can only say I've been daydreaming about this since I was nine years old. I thank you very much.  And thanks most of all to Nunnally for having more faith in me than I think anybody could have.  Thank you., Joanne Woodward, 1957 (30th) Academy Awards
 Actress, I Want to Live!,"Thank you very much, ladies and gentlemen.  And thank you, ladies and gentlemen of the Academy, for making me so very, very happy tonight. And my special thanks to Mr. Walter Wanger who made this possible.  I thank you.", Susan Hayward, 1958 (31st) Academy Awards
 Actress, Room at the Top,"I can't say anything. Oh, I thank you. I thank you so much. I wanted to be very dignified and all that, well I can't. You can't imagine what it is for me, being French. You can't imagine. And I want to thank Jimmy Woolf, and Jack Clayton, and Laurence Harvey because, it looks a little corny to say that, but you know that without them I wouldn't have never been here tonight. Thank you so, so much.", Simone Signoret, 1959 (32nd) Academy Awards
 Actress, Butterfield 8,"I don't really know how to express my gratitude for this and for everything. I guess all I can do is say thank you, thank you with all my heart.", Elizabeth Taylor, 1960 (33rd) Academy Awards
 Actress, Two Women,"Oh, it's such an exciting moment. I'm honored to accept this for Miss Sophia Loren and I wish so very much she could be with us tonight so that all of us here and our great television audience could share this exciting moment with this wildly beautiful and talented girl. Congratulations, Sophia, wherever you are. And we do so earnestly wish you good health and happiness along with this wonderful award.", Sophia Loren, 1961 (34th) Academy Awards
 Actress, The Miracle Worker,"Miss Bancroft said, here's my little speech, dear Joan. Quote: ""There are three reasons why I deserve this award: Arthur Penn, Bill Gibson, Fred Coe."" Unquote. Thank you.", Anne Bancroft, 1962 (35th) Academy Awards
 Actress, Hud,"Pat has a most wonderful excuse for not being with you tonight. You know she is expecting her first—fourth—child in London. But I know she's very happy, very proud, very grateful. She thank you all, all her thanks. And a very special one from Martin Ritt and for Paul Newman. Thank you all for her.", Patricia Neal, 1963 (36th) Academy Awards
 Actress, Mary Poppins,"Thank you. Thank you. Thank you. Oh, this is lovely. I know you Americans are famous for your hospitality but this is really ridiculous. I have so many thank yous. I only know where to start and that's with Mr. Walt Disney, and naturally he has the largest thank you of all. I wouldn't know where to stop. I would somehow like to try and convey my really deep gratitude and, and well, gratefulness – well I just said that, hadn't I? – for being made to feel so really welcome in this country. Thank you very much indeed.", Julie Andrews, 1964 (37th) Academy Awards
 Actress, Darling,"I don't think I can say anything except to thank everyone concerned, and especially my darling John Schlesinger, for this wonderful honor.  Thank you.", Julie Christie, 1965 (38th) Academy Awards
 Actress, Who's Afraid of Virginia Woolf?,"Miss Taylor regrets very much that she can't be here tonight. I'm sure she must be very, very proud; not half as nervous as me, I'm sure. But she thanks you very, very much. Thank you.", Elizabeth Taylor, 1966 (39th) Academy Awards
 Actress, Guess Who's Coming to Dinner,"I know that I as her friend have a great, great thrill and I'm sure Katharine thanks you very much. And I think it's a very, very hard choice you had to make. Anyway, I'm sure she'll be very happy. Thank you very much.", Katharine Hepburn, 1967 (40th) Academy Awards
 Actress, The Lion in Winter,"When I asked Miss Hepburn what she thought when she had broken the records for winning the, breaking the records for nominations, she said, ""I suppose if I have lived as long as I have, anything can happen."" And I'm absolutely thrilled that it has happened. Thank you very much.", Katharine Hepburn, 1968 (41st) Academy Awards
 Actress, Funny Girl,"[To the Oscar:]  Hello, gorgeous.And I'm very honored to be in such magnificent company as Katharine Hepburn. And gee whiz, it's kind of a wild feeling. Sitting there tonight I was thinking that the first script of ""Funny Girl"" was written when I was only eleven years old, and thank God it took so long to get it right, you know. So I would like to thank my co-producer Ray Stark for waiting till I grew up. And Jule Styne and Bob Merrill, for giving me such a great score to sing. And Isobel Lennart, for writing such a terrific character. And all the Hollywood people who made our show into a movie: Herb Ross, and my dear Harry Stradling who I haven't let go since, and my dear friend and director, William Wyler. Wow. It's like, somebody once said to me, asked me, if I was happy. And I said, ""Are you kidding? I'd be miserable if I was happy."" And I'd like to thank all the members of the Academy for making me really miserable. Thank you.", Barbra Streisand, 1968 (41st) Academy Awards
 Actress, The Prime of Miss Jean Brodie,"Well, I'm standing here and I'm thinking that with a marvelous husband like Robert Stephens and a distinguished director like Robert Fryer and the courage of a man like Richard Zanuck; well, put those all together and you just can't miss. And they didn't. And we in America present this award to you, Maggie, with as much thanks as it is a tribute to your magnificent performance. And thank you, everyone, from Maggie Smith.", Maggie Smith, 1969 (42nd) Academy Awards
 Actress, Women in Love,"I know if Glenda Jackson were here tonight she'd be terribly, terribly thrilled. She's 100 percent a professional and this is a great night for professionals. I know she'd like to thank you most sincerely for this great honor. Thank you.", Glenda Jackson, 1970 (43rd) Academy Awards
 Actress, Klute,"Thank you.  Thank you very much, members of the Academy.  And thank all of you who applauded.  There's a great deal to say and I'm not going to say it tonight.  I would just like to really thank you very much.", Jane Fonda, 1971 (44th) Academy Awards
 Actress, Cabaret,"Thank you.  Thank you very much.  Making the film of ""Cabaret"" was one of the happiest times of my whole life and I would like to thank everybody connected with it but most especially the artistic staff:  Mr. Fosse, and Fred Ebb and John Kander.  And thank you for giving me this award.  You've made me very happy.", Liza Minnelli, 1972 (45th) Academy Awards
 Actress, A Touch of Class,"I'm very, very honored that Glenda has asked me to accept this award for her. You have honored a very great lady as well as a very great actress.  And I know she'd be aware of our time problems here tonight and I know she'd be short and succinct in whatever thanks she has.  I'm pretty sure she'd thank her director; she'd probably thank her producer; and she'd undoubtedly thank her writers.  And as two-and-a-half of those fellows, I'd like to say, Glenda, you're welcome, and you are very welcome indeed.  And I must congratulate you, my fellow Academy Award members, in selecting this really magnificent woman, this great lady, for this very great honor.   Thank you very much.", Glenda Jackson, 1973 (46th) Academy Awards
 Actress, Alice Doesn't Live Here Anymore,"Thank you.  Ellen is in a play tonight in New York; she can't be here.  She asked me to thank everyone concerned with the voting, the Academy, who voted for her.  Also the entire cast and crew of ""Alice.""  And also especially John Calley and Robert Getchell.  And she also asked me to thank myself.  Thank you.", Ellen Burstyn, 1974 (47th) Academy Awards
 Actress, One Flew over the Cuckoo's Nest,"Well, it looks like you all hated me so much that you've given me this award for it, and I'm loving every minute of it.  And all I can say is I've loved being hated by you.  I'd like to thank Fred Roos for remembering me, Milos Forman for choosing me, Michael Douglas and Saul Zaentz for taking a chance and giving me a chance, and Jack Nicholson and a cast of actors whose professionalism, humor and capacity for getting into their roles made being in a mental institution like being in a mental institution.  And if you'll excuse me [using sign language]:  for my mother and my father, I want to say thank you for teaching me to have a dream.  You are seeing my dream come true. Thank you.", Louise Fletcher, 1975 (48th) Academy Awards
 Actress in a Leading Role, Network,"It is heavy.  Well, I didn't expect this to happen quite yet but I do thank you very much and I'm very grateful.  I would like especially to thank Sidney Lumet, Paddy Chayefsky, Howard Gottfried, Danny Melnick, and the great generosity of a rare group of actors, company of actors, in particular William Holden, Robert Duvall and Peter Finch.  And may I just add, an especial thank you to the friends in the back room:  Susan Germaine and Lee Harman.  Thank you.", Faye Dunaway, 1976 (49th) Academy Awards
 Actress in a Leading Role, Annie Hall,"Mercy.  Well then, this is terrific.  It's simply terrific.  Naturally I'm very honored to have been nominated with actresses like Jane Fonda and Shirley MacLaine and Anne Bancroft and Marsha Mason; this is something.  Anyway, ""Annie Hall"" was a wonderful experience for me and I just would like to say thanks to Woody, and thank you.  Thank you very much.", Diane Keaton, 1977 (50th) Academy Awards
 Actress in a Leading Role, Coming Home,"[Speaking simultaniously in sign language:]  I'm so happy.  I wanted to win very much because I'm so proud of ""Coming Home,"" and I want many people to see the movie.  I'm signing part of what I'm saying tonight because, while we were making the movie, we all became more aware of the problems of the handicapped. Over 14 million people are deaf.  They are the invisible handicapped and can't share this evening, so this is my way of acknowledging them.  [End sign language.]I'm so proud and grateful.  It's been almost eight years.  This film, ""Coming Home,"" was born in Santa Monica where we live, in the cramped offices of the Indochina Peace Campaign, as a lot of us whose lives have been bound up with the war sat on the floor.  And some of them were veterans.  I thank, I thank all of them.  One of them was my husband, Tom Hayden; one of them was Bruce Gilbert, who has become my partner and is the associate producer of ""Coming Home.""I want to thank Waldo Salt, the first – how do you...?  Heavy.  The first industry heavy who stuck his neck out and believed in the project.  In fact he believed so much in it that he worked for two years for nothing.  And he lead us to Jerry Hellman, our producer, who fought for us.  And I want to thank you, Jerry, very much.  And I want to thank Haskell Wexler who photographed it so sensitively and Bob Jones who came through in the pinch.  And I want to thank Hal Ashby; you're not here, Hal, but I want to thank you for your taste and for your courage, for your ability with the scissors.  And I want to thank Penny Milford and Bobby Carradine and Bruce Dern and my pal Jon Voight, and Mike Medavoy and Eric Pleskow and Arthur Krim and Marcia Nasatir for getting us the money to make it.And finally I want to thank my children, Troy and Vanessa, for being understanding and forgiving me my absences.  And again my husband, who helped me believe that besides being entertaining movies can inspire and teach and even be healing.  Thank you, all of you.  Thank the Academy very much.", Jane Fonda, 1978 (51st) Academy Awards
 Actress in a Leading Role, Norma Rae,"Oh, I'm gonna be the one to cry tonight, I'll tell you right now.  They said this couldn't be done.""Norma Rae"" was a real gift to me.  It was given to me by Laddie and Jay and Gareth of the old Fox.  It was given to me by Alex Rose and Tamara Asseyev, who fought very hard to get it made.  It was given to me by Irving Ravetch and Harriet Frank, Jr.  And it truly was a gift, every single word.  It was given to me by John Alonzo, who followed me around with a camera and never hoped to shine himself, just gave it all to me.  It was given to me by the actors, especially Beau Bridges and Ron Leibman, whose real craft and talent and love and support is why I'm here.And mostly it was given to me because of Marty Ritt.  Marty Ritt is ""Norma Rae.""  He has fought all his life to put on films that are courageous, that say things, that are part of him that he feels should be said, that have the box-office potential of seventy-five cents, sometimes less.  And I thank him for that.  He's taught me a lot.  And the best gift that Marty gave me was that he let me feel all the time that I was doing it myself, and I know that I didn't.And on a personal note, I'd like to thank my mother and my sister for holding me together and just plain old holding me.  And my kids, Peter and Eli, for being my constant inspiration, and no matter how many awards I win, if it weren't them I wouldn't be worth a damn.  Thank you very much.", Sally Field, 1979 (52nd) Academy Awards
